Cust_ID,ZIP,expected_duration,actual_duration,Job_ID,Technician_ID,Advisor_ID,Date_of_job,Time_of_job,Outlet_code,Channel_code
C_32943,06467,12,17,11,109,47,2017-10-24,11:13:05,20,104
C_32943,06467,13,14,4,136,22,2017-08-02,10:49:32,20,104
C_32973,02127,7,19,5,59,3,2018-09-23,15:06:07,3,105
C_32973,02127,7,19,5,59,3,2018-12-15,15:06:07,3,105
C_32973,02127,7,19,5,59,3,2018-12-28,15:06:07,3,105
C_32973,02127,8,10,16,175,35,2018-05-03,14:07:30,3,105
C_32973,02127,10,19,18,39,13,2018-07-23,10:36:34,3,105
C_32973,02127,10,19,18,39,13,2018-11-22,10:36:34,3,105
C_32973,02127,17,11,12,192,19,2019-01-19,11:52:00,3,105
C_3301,19102,10,13,11,178,2,2016-12-06,14:04:37,16,103
C_3301,19102,13,14,11,58,9,2017-04-24,15:32:04,16,103
C_3301,19102,13,14,11,58,9,2017-08-22,15:32:04,16,103
C_3301,19102,15,19,15,185,22,2016-08-28,16:42:13,16,103
C_33014,11103,8,7,15,152,16,2016-08-10,10:26:29,7,101
C_33014,11103,8,7,15,152,16,2016-08-27,10:26:29,7,101
C_33014,11103,8,18,13,25,33,2016-07-01,15:23:25,7,101
C_33014,11103,8,18,13,25,33,2016-09-17,15:23:25,7,101
C_33014,11103,13,7,10,132,8,2015-12-13,12:48:13,7,101
C_33014,11103,13,7,10,132,8,2016-02-07,12:48:13,7,101
C_33044,07620,4,15,3,3,32,2018-10-04,14:41:37,7,102
C_33044,07620,10,12,9,48,48,2018-06-28,12:46:18,7,102
C_33044,07620,10,12,9,48,48,2018-09-24,12:46:18,7,102
C_33044,07620,10,12,9,48,48,2018-11-17,12:46:18,7,102
C_33044,07620,12,12,9,153,25,2018-05-24,10:17:50,7,102
C_33044,07620,13,17,19,19,17,2017-12-15,14:46:54,7,102
C_33073,19103,11,13,8,1,44,2016-12-21,15:25:20,16,103
C_33073,19103,11,13,8,1,44,2017-04-19,15:25:20,16,103
C_33073,19103,11,13,8,1,44,2017-05-21,15:25:20,16,103
C_33073,19103,11,16,10,44,45,2016-11-06,12:02:06,16,103
C_33073,19103,12,13,18,39,29,2017-08-01,10:01:01,16,103
C_33073,19103,14,9,4,181,23,2017-03-19,09:49:00,16,103
C_33108,06001,6,8,9,4,2,2015-11-02,11:03:57,9,103
C_33108,06001,10,16,19,156,46,2016-04-28,16:14:50,9,103
C_33108,06001,15,16,11,171,23,2016-06-26,10:57:14,9,103
C_33113,06002,10,17,14,112,19,2017-12-25,14:03:10,2,102
C_33113,06002,12,15,17,10,20,2017-10-08,15:51:46,2,102
C_33113,06002,12,15,17,10,20,2018-01-15,15:51:46,2,102
C_33113,06002,16,15,10,191,17,2018-01-03,14:26:14,2,102
C_33113,06002,16,15,10,191,17,2018-03-02,14:26:14,2,102
C_33152,19106,8,9,8,108,23,2016-11-19,13:42:02,20,103
C_33152,19106,8,9,8,108,23,2017-02-16,13:42:02,20,103
C_33152,19106,11,9,18,196,11,2016-11-11,14:53:09,20,103
C_33152,19106,11,9,18,196,11,2017-02-17,14:53:09,20,103
C_33152,19106,11,9,18,196,11,2017-04-20,14:53:09,20,103
C_3317,19104,11,11,9,27,16,2015-06-09,15:24:23,18,106
C_3317,19104,11,16,2,3,23,2016-01-18,14:53:09,18,106
C_3317,19104,11,16,13,127,29,2015-10-25,16:46:03,18,106
C_3317,19104,11,16,13,127,29,2016-01-30,16:46:03,18,106
C_3317,19104,14,13,7,21,35,2015-09-22,10:12:04,18,106
C_3317,19104,14,13,7,21,35,2016-02-15,10:12:04,18,106
C_33171,11214,7,14,17,53,38,2015-12-19,16:46:32,5,106
C_33171,11214,9,14,8,100,2,2015-09-19,13:30:59,5,106
C_33171,11214,9,14,8,100,2,2016-04-11,13:30:59,5,106
C_33171,11214,11,11,6,11,39,2016-04-13,11:52:58,5,106
C_33180,07093,5,17,6,57,24,2018-05-24,16:41:44,12,104
C_33180,07093,9,12,14,138,11,2018-03-31,11:26:03,12,104
C_33180,07093,9,12,14,138,11,2018-12-09,11:26:03,12,104
C_33180,07093,11,17,8,154,29,2018-11-26,10:04:23,12,104
C_33195,11104,7,12,8,159,25,2018-10-20,11:46:14,5,101
C_33195,11104,12,14,11,34,2,2018-09-22,10:16:23,5,101
C_33195,11104,12,14,11,34,2,2019-02-19,10:16:23,5,101
C_33195,11104,15,12,3,97,47,2018-09-08,14:39:41,5,101
C_33195,11104,15,12,3,97,47,2019-04-18,14:39:41,5,101
C_33195,11104,15,12,3,97,47,2019-06-11,14:39:41,5,101
C_33205,11103,7,21,18,179,42,2016-07-03,12:41:58,16,105
C_33205,11103,11,13,2,125,33,2015-12-23,11:32:18,16,105
C_33205,11103,12,10,11,23,5,2016-06-15,10:55:18,16,105
C_33205,11103,12,10,11,23,5,2016-06-29,10:55:18,16,105
C_33205,11103,12,10,11,23,5,2016-08-28,10:55:18,16,105
C_33205,11103,14,10,15,39,8,2016-02-27,16:35:00,16,105
C_33205,11103,14,10,15,39,8,2016-07-01,16:35:00,16,105
C_33206,19104,9,12,16,146,15,2016-07-14,11:36:38,6,105
C_33206,19104,9,12,16,146,15,2016-08-02,11:36:38,6,105
C_33206,19104,9,12,16,146,15,2016-09-05,11:36:38,6,105
C_33206,19104,10,15,9,139,37,2015-11-01,13:33:52,6,105
C_33206,19104,13,12,15,172,7,2016-06-30,12:58:19,6,105
C_33206,19104,13,12,15,172,7,2016-10-19,12:58:19,6,105
C_33206,19104,16,17,2,9,50,2016-03-13,16:44:08,6,105
C_33217,11104,7,11,7,200,35,2019-03-31,09:16:49,4,101
C_33217,11104,8,9,8,189,34,2018-11-28,11:45:17,4,101
C_33217,11104,13,11,6,13,36,2019-08-11,13:16:34,4,101
C_33267,02127,6,14,19,190,17,2018-11-25,13:22:20,4,106
C_33267,02127,6,14,19,190,17,2018-12-07,13:22:20,4,106
C_33267,02127,6,14,19,190,17,2019-02-07,13:22:20,4,106
C_33267,02127,9,8,18,83,18,2018-11-03,09:01:55,4,106
C_33267,02127,13,14,19,45,9,2018-09-13,10:58:11,4,106
C_33295,06479,5,7,2,9,27,2017-01-31,15:51:17,15,102
C_33295,06479,10,11,15,17,24,2016-06-20,15:48:53,15,102
C_33317,07087,9,13,5,132,25,2016-07-28,09:37:28,19,103
C_33317,07087,9,17,2,131,27,2016-08-05,16:04:44,19,103
C_33317,07087,9,17,2,131,27,2016-09-22,16:04:44,19,103
C_33317,07087,9,17,2,131,27,2017-03-13,16:04:44,19,103
C_33317,07087,12,17,17,117,39,2016-09-21,12:25:09,19,103
C_33317,07087,12,17,17,117,39,2016-10-11,12:25:09,19,103
C_33367,07093,9,10,8,176,43,2016-10-23,16:53:16,20,106
C_33367,07093,9,10,8,176,43,2017-01-02,16:53:16,20,106
C_33367,07093,9,10,8,176,43,2017-02-12,16:53:16,20,106
C_33367,07093,9,10,8,176,43,2017-03-12,16:53:16,20,106
C_33367,07093,9,12,10,144,42,2016-07-24,16:02:49,20,106
C_33367,07093,10,10,11,107,31,2016-11-02,14:02:13,20,106
C_33367,07093,10,10,11,107,31,2017-01-15,14:02:13,20,106
C_33367,07093,12,14,7,75,26,2016-04-27,13:18:58,20,106
C_33392,11214,7,14,10,185,13,2017-04-11,12:14:06,25,106
C_33392,11214,12,7,14,88,17,2017-05-25,10:04:23,25,106
C_33392,11214,12,7,14,88,17,2017-10-15,10:04:23,25,106
C_33392,11214,13,7,5,65,41,2017-07-28,15:09:29,25,106
C_33392,11214,13,7,5,65,41,2017-09-05,15:09:29,25,106
C_33402,02127,2,3,14,172,5,2018-06-07,09:03:21,17,103
C_33402,02127,9,11,11,46,37,2018-09-12,09:46:36,17,103
C_33402,02127,10,11,5,1,19,2019-04-07,11:12:36,17,103
C_33402,02127,10,11,5,1,19,2019-04-16,11:12:36,17,103
C_33402,02127,10,13,17,140,45,2019-02-19,16:08:35,17,103
C_33421,11103,8,7,18,50,6,2016-05-12,15:11:24,14,104
C_33421,11103,10,22,12,19,10,2016-02-18,13:04:05,14,104
C_33421,11103,10,22,12,19,10,2016-04-15,13:04:05,14,104
C_33421,11103,12,22,7,131,10,2016-08-03,11:04:55,14,104
C_33421,11103,12,22,7,131,10,2016-09-23,11:04:55,14,104
C_33439,19106,12,11,1,40,33,2015-05-30,15:24:23,11,103
C_33439,19106,12,11,1,40,33,2016-01-07,15:24:23,11,103
C_33439,19106,12,11,17,126,35,2015-06-24,12:41:58,11,103
C_33439,19106,12,11,17,126,35,2015-09-25,12:41:58,11,103
C_33439,19106,12,11,17,126,35,2015-10-11,12:41:58,11,103
C_3346,06001,7,9,14,55,44,2015-07-31,14:44:01,7,103
C_3346,06001,7,9,14,55,44,2016-03-15,14:44:01,7,103
C_3346,06001,8,11,7,33,14,2015-03-19,11:18:22,7,103
C_3346,06001,12,15,7,114,25,2015-09-29,16:55:40,7,103
C_3346,06001,12,15,7,114,25,2016-02-18,16:55:40,7,103
C_3346,06001,14,15,14,109,37,2015-07-23,13:44:26,7,103
C_3346,06001,14,15,14,109,37,2015-12-22,13:44:26,7,103
C_3346,06001,14,15,14,109,37,2016-01-07,13:44:26,7,103
C_3346,06001,14,15,14,109,37,2016-01-26,13:44:26,7,103
C_3347,11103,8,16,4,170,7,2019-06-17,11:11:39,2,105
C_3347,11103,8,16,4,170,7,2019-07-08,11:11:39,2,105
C_3347,11103,9,14,7,103,44,2019-07-26,16:29:14,2,105
C_3347,11103,9,14,7,103,44,2019-08-05,16:29:14,2,105
C_3347,11103,9,16,12,80,21,2019-03-03,11:32:18,2,105
C_3347,11103,12,13,17,68,11,2018-11-15,15:01:19,2,105
C_33478,07620,6,10,7,6,15,2018-06-25,09:27:23,17,102
C_33478,07620,6,10,7,6,15,2019-01-02,09:27:23,17,102
C_33478,07620,8,10,1,136,11,2018-02-08,11:11:39,17,102
C_33478,07620,8,20,18,166,42,2019-01-24,10:26:00,17,102
C_33478,07620,10,10,2,137,19,2018-07-12,11:51:31,17,102
C_33492,19103,10,13,12,139,28,2017-05-03,13:08:53,1,105
C_33492,19103,10,13,12,139,28,2017-05-10,13:08:53,1,105
C_33492,19103,10,13,12,139,28,2017-08-17,13:08:53,1,105
C_33492,19103,11,14,8,59,32,2017-07-01,16:35:29,1,105
C_33492,19103,12,13,1,139,12,2017-07-11,13:24:44,1,105
C_33533,19103,12,16,15,68,35,2019-03-20,15:09:00,8,106
C_33533,19103,12,16,15,68,35,2019-05-05,15:09:00,8,106
C_33533,19103,12,16,15,68,35,2019-06-30,15:09:00,8,106
C_33533,19103,13,13,18,34,34,2019-01-16,12:04:30,8,106
C_33533,19103,13,13,18,34,34,2019-01-17,12:04:30,8,106
C_33533,19103,16,16,4,145,11,2018-12-07,13:48:17,8,106
C_33533,19103,16,16,4,145,11,2019-03-02,13:48:17,8,106
C_33571,02129,11,14,18,8,39,2018-04-07,09:05:17,20,102
C_33571,02129,11,14,18,8,39,2018-07-12,09:05:17,20,102
C_33571,02129,12,14,7,26,38,2018-03-24,09:18:15,20,102
C_33571,02129,12,14,7,26,38,2018-05-31,09:18:15,20,102
C_33571,02129,15,13,7,127,17,2018-09-06,11:25:06,20,102
C_33602,02128,6,13,8,27,3,2015-06-02,15:13:48,13,104
C_33602,02128,13,13,14,188,19,2015-05-11,13:51:10,13,104
C_33602,02128,13,13,14,188,19,2015-11-14,13:51:10,13,104
C_33602,02128,18,9,17,35,16,2016-01-14,09:11:31,13,104
C_33634,07093,10,14,8,156,30,2019-09-29,09:09:36,10,105
C_33634,07093,13,14,8,126,44,2019-01-10,10:36:34,10,105
C_33634,07093,13,14,8,126,44,2019-03-24,10:36:34,10,105
C_33634,07093,14,12,6,180,37,2019-05-31,13:33:52,10,105
C_33671,06479,8,14,14,173,27,2019-01-09,14:17:35,12,105
C_33671,06479,8,14,14,173,27,2019-09-10,14:17:35,12,105
C_33671,06479,9,14,5,152,33,2019-04-23,16:46:03,12,105
C_33671,06479,9,14,5,152,33,2019-06-27,16:46:03,12,105
C_33671,06479,13,10,8,143,29,2019-06-03,14:04:08,12,105
C_3371,06479,6,9,19,42,35,2019-03-01,09:05:17,24,102
C_3371,06479,6,9,19,42,35,2019-06-06,09:05:17,24,102
C_3371,06479,12,8,3,13,4,2019-07-29,16:12:54,24,102
C_3371,06479,12,8,3,13,4,2019-09-05,16:12:54,24,102
C_3371,06479,17,8,4,75,42,2019-04-14,15:30:37,24,102
C_3371,06479,17,8,4,75,42,2019-08-21,15:30:37,24,102
C_33718,02126,6,9,8,121,35,2017-07-23,11:06:50,6,101
C_33718,02126,6,9,8,121,35,2017-09-08,11:06:50,6,101
C_33718,02126,12,17,14,21,11,2017-03-13,11:24:08,6,101
C_33718,02126,12,17,14,21,11,2017-10-10,11:24:08,6,101
C_33718,02126,12,17,14,21,11,2017-12-26,11:24:08,6,101
C_33718,02126,13,17,19,63,13,2017-04-23,10:30:48,6,101
C_33718,02126,13,17,19,63,13,2017-12-22,10:30:48,6,101
C_33768,06002,4,13,4,55,42,2019-02-04,09:37:57,10,106
C_33768,06002,4,13,4,55,42,2019-02-12,09:37:57,10,106
C_33768,06002,8,14,12,15,43,2019-01-03,14:37:17,10,106
C_33768,06002,9,13,15,19,47,2018-04-13,11:00:36,10,106
C_33768,06002,9,13,15,19,47,2018-09-04,11:00:36,10,106
C_33774,07093,10,13,12,84,27,2016-02-16,09:29:47,6,105
C_33774,07093,10,13,12,84,27,2016-10-08,09:29:47,6,105
C_33774,07093,10,13,13,159,44,2016-04-21,10:35:36,6,105
C_33774,07093,10,13,13,159,44,2016-11-12,10:35:36,6,105
C_33774,07093,10,13,13,159,44,2016-12-10,10:35:36,6,105
C_33812,07608,4,9,6,112,3,2019-08-09,11:29:54,3,102
C_33812,07608,8,9,16,83,3,2019-09-18,13:50:41,3,102
C_33812,07608,13,6,15,38,27,2019-05-31,09:07:41,3,102
C_33812,07608,13,6,15,38,27,2019-08-16,09:07:41,3,102
C_33833,19103,13,13,4,190,28,2017-12-24,14:09:25,12,104
C_33833,19103,13,13,4,190,28,2018-07-29,14:09:25,12,104
C_33833,19103,13,13,4,190,28,2018-08-03,14:09:25,12,104
C_33833,19103,13,13,9,46,15,2018-01-25,13:28:35,12,104
C_33833,19103,17,17,4,150,45,2017-10-26,15:04:41,12,104
C_33836,11213,9,16,18,87,5,2017-07-29,09:23:03,11,102
C_33836,11213,11,14,4,191,3,2017-07-14,10:41:51,11,102
C_33836,11213,16,16,10,16,27,2017-12-11,15:39:45,11,102
C_33844,06002,11,11,2,4,48,2017-12-17,14:15:11,1,101
C_33844,06002,11,11,16,180,21,2017-06-22,14:32:00,1,101
C_33844,06002,13,12,8,164,5,2018-03-05,12:50:09,1,101
C_33844,06002,18,12,13,46,37,2017-10-24,14:26:14,1,101
C_33844,06002,18,12,13,46,37,2018-02-06,14:26:14,1,101
C_33884,19106,10,11,2,161,19,2019-03-15,12:14:35,15,104
C_33884,19106,10,11,2,161,19,2019-07-29,12:14:35,15,104
C_33884,19106,14,11,8,117,1,2019-04-23,15:10:27,15,104
C_33884,19106,15,11,19,156,25,2019-02-18,11:03:00,15,104
C_33884,19106,15,11,19,156,25,2019-11-01,11:03:00,15,104
C_33884,19106,15,11,19,156,25,2019-12-08,11:03:00,15,104
C_33905,07608,7,12,9,111,42,2016-12-28,12:22:45,4,103
C_33905,07608,7,12,9,111,42,2017-03-15,12:22:45,4,103
C_33905,07608,11,12,16,38,1,2017-01-09,16:05:42,4,103
C_33905,07608,11,15,2,163,32,2016-04-26,12:33:48,4,103
C_33905,07608,12,19,11,189,45,2017-03-22,16:33:05,4,103
C_33954,11103,4,15,20,30,38,2018-07-13,12:06:54,14,105
C_33954,11103,4,15,20,30,38,2019-01-30,12:06:54,14,105
C_33954,11103,4,15,20,30,38,2019-02-02,12:06:54,14,105
C_33954,11103,5,15,17,87,43,2018-06-25,15:10:27,14,105
C_33954,11103,12,15,11,43,38,2018-09-30,14:31:31,14,105
C_33964,02129,10,13,5,196,29,2019-02-15,11:03:00,2,102
C_33964,02129,10,13,5,196,29,2019-03-28,11:03:00,2,102
C_33964,02129,10,15,6,34,15,2019-05-15,12:55:26,2,102
C_33964,02129,13,15,10,34,25,2019-05-09,14:00:18,2,102
C_33964,02129,13,15,10,34,25,2019-09-02,14:00:18,2,102
C_34004,11213,11,17,14,171,2,2018-09-25,16:07:08,24,104
C_34004,11213,11,17,14,171,2,2019-01-27,16:07:08,24,104
C_34004,11213,14,17,13,22,49,2018-10-07,16:42:42,24,104
C_34004,11213,14,17,13,22,49,2018-10-28,16:42:42,24,104
C_34004,11213,17,19,18,146,15,2019-05-20,15:15:44,24,104
C_34007,02128,6,11,9,66,6,2017-05-31,11:05:24,21,106
C_34007,02128,7,16,14,118,40,2016-10-05,14:04:08,21,106
C_34007,02128,7,16,14,118,40,2017-03-11,14:04:08,21,106
C_34007,02128,7,16,14,118,40,2017-03-31,14:04:08,21,106
C_34007,02128,11,16,1,158,35,2016-12-08,11:52:58,21,106
C_34007,02128,12,15,16,21,41,2016-07-31,13:58:51,21,106
C_34036,07620,8,14,18,99,47,2017-08-16,11:05:53,5,106
C_34036,07620,12,11,9,21,40,2017-07-08,15:07:34,5,106
C_34036,07620,12,11,9,21,40,2017-12-21,15:07:34,5,106
C_34079,07087,9,8,10,121,23,2016-05-15,16:09:32,10,104
C_34079,07087,9,12,11,30,47,2016-07-27,15:28:42,10,104
C_34079,07087,12,12,12,162,26,2016-02-21,16:54:42,10,104
C_34079,07087,12,12,12,162,26,2016-04-02,16:54:42,10,104
C_34079,07087,12,12,12,162,26,2016-04-05,16:54:42,10,104
C_34079,07087,12,12,12,162,26,2016-05-07,16:54:42,10,104
C_34116,02126,6,9,19,175,50,2018-04-03,11:15:58,5,103
C_34116,02126,11,12,8,28,26,2018-07-27,09:54:17,5,103
C_34116,02126,11,12,8,28,26,2018-09-30,09:54:17,5,103
C_34116,02126,13,12,6,50,39,2018-08-29,09:06:14,5,103
C_34116,02126,13,12,6,50,39,2019-03-03,09:06:14,5,103
C_34116,02126,16,12,4,119,2,2019-01-24,10:26:00,5,103
C_34150,06479,8,15,12,10,31,2018-10-30,13:05:31,1,103
C_34150,06479,8,15,12,10,31,2019-05-19,13:05:31,1,103
C_34150,06479,9,15,6,37,3,2018-12-04,10:07:16,1,103
C_34150,06479,10,21,13,54,25,2019-02-06,15:22:56,1,103
C_34150,06479,11,15,2,108,9,2018-06-21,16:27:19,1,103
C_3416,07093,7,15,8,35,17,2015-09-30,13:34:21,25,104
C_3416,07093,7,15,8,35,17,2015-10-18,13:34:21,25,104
C_3416,07093,7,15,8,35,17,2015-11-06,13:34:21,25,104
C_3416,07093,9,11,17,124,18,2015-06-24,11:11:39,25,104
C_3416,07093,9,15,16,64,47,2015-06-27,11:05:53,25,104
C_3416,07093,9,15,16,64,47,2015-12-27,11:05:53,25,104
C_3416,07093,12,15,12,116,13,2015-01-21,12:18:26,25,104
C_34199,11103,12,12,13,106,36,2015-03-20,15:15:15,13,102
C_34199,11103,12,12,13,106,36,2015-05-15,15:15:15,13,102
C_34199,11103,12,12,13,106,36,2015-09-08,15:15:15,13,102
C_34199,11103,17,15,18,64,26,2015-09-08,09:27:52,13,102
C_34199,11103,17,15,18,64,26,2015-10-06,09:27:52,13,102
C_34221,07620,4,16,3,190,42,2017-04-01,13:47:48,20,101
C_34221,07620,4,16,3,190,42,2017-07-22,13:47:48,20,101
C_34221,07620,4,16,3,190,42,2017-11-19,13:47:48,20,101
C_34221,07620,8,16,8,83,7,2018-01-29,13:07:55,20,101
C_34221,07620,8,16,8,83,7,2018-02-08,13:07:55,20,101
C_34221,07620,11,13,11,101,17,2017-08-20,14:34:24,20,101
C_34221,07620,11,13,11,101,17,2017-10-01,14:34:24,20,101
C_34221,07620,13,14,7,80,20,2017-02-15,13:58:22,20,101
C_34269,19103,7,10,8,86,16,2016-03-16,09:01:55,23,104
C_34269,19103,10,13,8,163,49,2016-06-21,11:48:38,23,104
C_34269,19103,10,13,8,163,49,2016-08-06,11:48:38,23,104
C_34269,19103,10,13,8,163,49,2016-11-01,11:48:38,23,104
C_34308,02127,9,10,6,4,40,2019-02-01,14:18:04,7,105
C_34308,02127,9,10,6,4,40,2019-03-07,14:18:04,7,105
C_34308,02127,18,16,7,64,8,2018-11-15,09:11:03,7,105
C_34321,02129,4,6,13,165,44,2016-04-26,12:33:48,14,104
C_34321,02129,11,10,16,31,19,2016-07-02,13:31:28,14,104
C_34321,02129,14,7,10,115,24,2016-09-08,10:20:14,14,104
C_34321,02129,14,7,10,115,24,2017-01-19,10:20:14,14,104
C_34321,02129,14,10,5,122,36,2016-07-15,15:32:04,14,104
C_34321,02129,14,10,5,122,36,2016-09-18,15:32:04,14,104
C_34334,02126,11,9,9,167,38,2016-05-12,14:20:00,8,106
C_34334,02126,11,9,9,167,38,2016-06-24,14:20:00,8,106
C_34334,02126,11,9,9,167,38,2016-09-21,14:20:00,8,106
C_34334,02126,11,9,9,167,38,2016-10-31,14:20:00,8,106
C_34334,02126,11,22,3,121,41,2016-03-02,14:13:45,8,106
C_34334,02126,12,9,20,30,27,2016-05-05,11:19:20,8,106
C_34334,02126,12,9,20,30,27,2016-06-04,11:19:20,8,106
C_34334,02126,15,15,13,114,50,2015-12-12,14:41:37,8,106
C_34338,07093,8,11,8,20,25,2016-12-30,15:09:29,4,106
C_34338,07093,8,11,8,20,25,2017-01-26,15:09:29,4,106
C_34338,07093,10,14,18,102,10,2016-06-24,14:05:06,4,106
C_34338,07093,10,14,18,102,10,2016-06-30,14:05:06,4,106
C_34338,07093,15,14,9,157,41,2016-06-03,13:40:36,4,106
C_34338,07093,15,14,9,157,41,2016-07-18,13:40:36,4,106
C_34338,07093,15,14,9,157,41,2016-10-17,13:40:36,4,106
C_34341,11213,12,10,13,81,33,2017-06-13,14:54:06,17,102
C_34341,11213,12,10,13,81,33,2017-11-02,14:54:06,17,102
C_34341,11213,12,16,4,39,15,2017-09-26,11:49:36,17,102
C_34341,11213,14,10,6,27,32,2017-06-22,14:05:06,17,102
C_34341,11213,14,10,6,27,32,2017-11-07,14:05:06,17,102
C_34341,11213,14,15,6,110,17,2017-04-22,14:45:27,17,102
C_34354,02128,4,15,6,157,42,2017-04-26,09:02:52,20,102
C_34354,02128,4,15,6,157,42,2017-06-22,09:02:52,20,102
C_34354,02128,11,15,3,67,4,2016-12-11,11:53:56,20,102
C_34354,02128,11,16,6,121,13,2017-02-15,10:47:37,20,102
C_34354,02128,11,16,6,121,13,2017-05-13,10:47:37,20,102
C_34367,07087,5,16,12,125,4,2019-07-12,11:39:31,18,103
C_34367,07087,5,16,12,125,4,2019-07-31,11:39:31,18,103
C_34367,07087,5,16,12,125,4,2019-09-16,11:39:31,18,103
C_34367,07087,5,16,12,125,4,2019-09-25,11:39:31,18,103
C_34367,07087,14,14,16,112,22,2019-02-14,14:23:50,18,103
C_34367,07087,14,16,1,162,4,2018-12-19,16:02:20,18,103
C_34367,07087,14,16,1,162,4,2019-01-11,16:02:20,18,103
C_34388,19102,10,11,15,6,43,2017-03-30,12:39:05,10,104
C_34388,19102,10,11,15,6,43,2017-04-10,12:39:05,10,104
C_34388,19102,10,13,9,9,16,2016-10-01,11:52:58,10,104
C_34388,19102,11,16,4,109,46,2017-02-07,11:45:17,10,104
C_34389,02127,6,10,16,174,18,2018-07-13,15:49:22,11,102
C_34389,02127,9,12,16,138,30,2018-07-31,14:38:44,11,102
C_34389,02127,9,12,16,138,30,2018-08-15,14:38:44,11,102
C_34389,02127,11,12,15,111,8,2018-08-25,13:48:46,11,102
C_34389,02127,15,19,11,32,48,2018-04-22,15:56:34,11,102
C_34432,11214,9,14,18,52,32,2015-04-01,13:37:43,6,103
C_34432,11214,11,13,15,92,44,2015-10-10,14:03:10,6,103
C_34432,11214,12,13,10,17,38,2015-08-07,14:35:22,6,103
C_34449,19106,9,16,13,79,48,2016-05-04,15:46:29,1,104
C_34449,19106,9,16,13,79,48,2016-06-15,15:46:29,1,104
C_34449,19106,12,9,17,26,47,2016-10-10,13:52:07,1,104
C_34449,19106,12,16,2,26,16,2015-11-20,11:03:29,1,104
C_34449,19106,12,16,7,37,37,2016-08-10,13:56:27,1,104
C_34449,19106,12,16,7,37,37,2016-09-25,13:56:27,1,104
C_34449,19106,12,16,7,37,37,2016-10-22,13:56:27,1,104
C_34449,19106,12,16,7,37,37,2016-11-13,13:56:27,1,104
C_34495,02129,4,22,1,83,30,2017-03-05,12:27:34,12,105
C_34495,02129,4,22,1,83,30,2017-04-06,12:27:34,12,105
C_34495,02129,11,12,3,73,26,2016-09-12,12:35:44,12,105
C_34495,02129,11,12,3,73,26,2016-10-25,12:35:44,12,105
C_34495,02129,12,12,9,29,6,2016-08-24,09:04:19,12,105
C_34495,02129,12,12,9,29,6,2016-11-14,09:04:19,12,105
C_34536,11213,6,9,10,20,41,2019-10-24,12:21:48,5,104
C_34536,11213,6,9,10,20,41,2019-11-20,12:21:48,5,104
C_34536,11213,7,10,20,93,11,2019-07-27,13:10:19,5,104
C_34536,11213,8,11,13,151,25,2018-11-21,15:25:49,5,104
C_34536,11213,11,9,12,104,6,2019-02-08,16:10:30,5,104
C_34536,11213,11,9,12,104,6,2019-03-11,16:10:30,5,104
C_34536,11213,11,9,12,104,6,2019-04-26,16:10:30,5,104
C_34542,19104,11,13,8,125,50,2016-06-20,13:16:05,18,105
C_34542,19104,11,13,8,125,50,2016-11-28,13:16:05,18,105
C_34542,19104,15,11,3,117,38,2016-10-01,10:26:29,18,105
C_34542,19104,15,13,17,189,10,2016-07-10,09:36:02,18,105
C_34542,19104,15,13,17,189,10,2016-09-23,09:36:02,18,105
C_34542,19104,15,13,17,189,10,2016-10-06,09:36:02,18,105
C_34564,06479,5,14,7,64,45,2017-02-13,10:09:11,1,105
C_34564,06479,8,12,9,96,38,2016-05-19,12:21:48,1,105
C_34564,06479,11,14,16,182,38,2017-01-22,14:47:23,1,105
C_34564,06479,18,13,8,3,41,2016-09-29,16:46:32,1,105
C_34564,06479,18,13,8,3,41,2017-05-16,16:46:32,1,105
C_34608,06001,6,18,12,181,42,2015-10-19,11:06:21,16,105
C_34608,06001,8,12,5,118,42,2015-08-20,15:06:07,16,105
C_34608,06001,10,12,10,109,33,2015-04-30,16:40:18,16,105
C_34608,06001,10,12,10,109,33,2015-05-30,16:40:18,16,105
C_34608,06001,11,15,2,108,44,2015-03-06,10:28:24,16,105
C_3462,02127,12,14,7,14,39,2016-05-15,15:52:15,4,106
C_3462,02127,12,14,7,14,39,2016-07-26,15:52:15,4,106
C_3462,02127,14,12,7,16,24,2016-06-19,09:33:09,4,106
C_3462,02127,14,12,7,16,24,2016-09-24,09:33:09,4,106
C_3462,02127,14,14,11,169,20,2016-02-24,13:50:41,4,106
C_3462,02127,14,14,11,169,20,2016-05-10,13:50:41,4,106
C_3462,02127,14,14,11,169,20,2016-09-27,13:50:41,4,106
C_34632,06467,8,12,9,75,34,2017-08-26,12:40:03,23,104
C_34632,06467,10,17,17,114,40,2017-10-21,11:40:00,23,104
C_34632,06467,11,10,17,13,30,2017-10-21,11:30:23,23,104
C_34632,06467,14,17,15,173,14,2018-01-15,14:22:24,23,104
C_34682,19102,10,14,2,177,32,2017-10-28,11:11:39,13,105
C_34682,19102,10,14,12,129,18,2018-01-20,12:18:26,13,105
C_34682,19102,12,14,11,125,35,2017-06-19,16:30:41,13,105
C_34682,19102,12,14,11,125,35,2017-09-19,16:30:41,13,105
C_34691,02127,8,13,4,44,20,2018-11-10,15:21:30,2,105
C_34691,02127,10,14,19,8,36,2019-04-21,13:35:18,2,105
C_34691,02127,11,14,15,2,2,2019-07-26,16:13:52,2,105
