Household_number,Date_of_occupancy,Ownership,Mortgage_Or_Rent,Dwelling_type,House_value_in_K,House_hold_size,Household_income_in_K,House_size,No_of_vehicles,ZIP,LAT,LNG
H51266,2005-06-04,false,2519.7871111538216,Townhouse,543.1323972686318,6,178.94080882373305,2398.9546566695853,3,02129,42.379657,-71.061487
H51268,2000-10-19,false,2503.91110102471,Single Family,437.7574039792001,2,136.02497701702046,594.7799516389043,2,07093,40.788079,-74.011357
H51276,2012-12-02,true,2517.5120716042734,Single Family,334.63933434970323,6,139.02067838558054,2360.766000694961,2,02126,42.274227,-71.097423
H51277,1993-09-11,false,2509.3088560575047,Townhouse,186.05705150355615,6,133.81376956114758,2495.039594261504,1,02126,42.274227,-71.097423
H51280,1999-11-27,false,2504.8696165587876,Single Family,477.24216823266477,6,158.68794617970138,2534.8372962982853,3,02126,42.274227,-71.097423
H51281,2001-12-18,false,2511.301471639628,Townhouse,792.4075763243171,5,178.94405265220846,2023.965590448589,0,02128,42.361129,-71.006975
H51282,2000-10-23,true,2514.3730122737006,Single Family,760.8610112934908,6,54.44657362000524,2342.3644820219047,3,02128,42.361129,-71.006975
H51286,1995-02-20,false,2522.7067833992696,Single Family,765.6957417094098,4,133.93958172692265,1216.6884357691424,4,06002,41.84493,-72.740951
H51287,1993-04-28,false,2514.2514553872734,Townhouse,630.4409613975971,5,57.483156768713144,1796.613491654824,3,07087,40.767383,-74.032328
H51296,2005-03-23,false,2523.256700137586,Townhouse,227.36272892215808,6,129.24403639815478,2387.3965940555972,3,07620,40.968725,-73.916999
H51297,1997-11-25,false,2503.6978036206506,Single Family,309.91881529966315,3,58.5945100865751,1158.5370392230816,4,19106,39.948629,-75.142789
H51301,2006-03-12,false,2539.0647660938776,Townhouse,744.412861282182,7,159.7692359066939,2785.1424988207077,2,02128,42.361129,-71.006975
H51308,2005-04-25,false,2500.845995050326,Single Family,495.74091425926247,7,78.93666534517908,2776.83253590364,0,02126,42.274227,-71.097423
H51314,1995-04-30,false,2507.2325949951637,Single Family,340.2753971207021,3,130.34684494963247,848.4592147627943,4,06001,41.787159,-72.852046
H51316,2000-05-20,true,2510.4835894512917,Single Family,697.0051025388742,3,107.20999798579876,782.8346169288249,2,19106,39.948629,-75.142789
H51318,2017-12-15,true,2502.024321644254,Single Family,645.9031341264579,7,100.77585680396007,2984.758862778358,2,06479,41.57477,-72.9119
H51324,1997-07-31,false,2515.078262092416,Single Family,661.8571104913685,5,85.57463820340229,2130.9325502430647,3,07620,40.968725,-73.916999
H51328,2014-11-07,true,2512.2222139130663,Townhouse,617.7212085695933,4,81.96603216633801,1636.024512890998,1,19103,39.952896,-75.174298
H51331,2000-01-24,false,2505.138372035982,Single Family,252.8825303677387,3,120.03895815803276,988.8151949974433,4,19106,39.948629,-75.142789
H51337,2006-10-16,false,2522.4818039189017,Single Family,716.0240866554633,5,50.14791442105042,2024.8547145998339,0,06479,41.57477,-72.9119
H51344,2004-07-31,false,2528.827010471193,Townhouse,772.3211006538064,2,39.196611934537096,517.0531313457219,1,02127,42.334992,-71.039093
H51353,1999-11-27,false,2513.994807099976,Townhouse,683.6463576548282,2,169.83128602210897,697.9752933509436,3,11103,40.762574,-73.913447
H51355,2017-07-23,false,2522.0707777646057,Single Family,684.8598566484568,4,76.31016376389522,1427.4391142626414,2,07608,40.852997,-74.060355
H51359,2003-12-16,true,2517.5140759122487,Townhouse,759.2715002641745,4,172.74165304251414,1400.0056368471116,1,11103,40.762574,-73.913447
H51362,1997-03-23,false,2511.8293157847183,Single Family,256.11320606506774,6,108.79793836509799,2319.586032847734,0,19103,39.952896,-75.174298
H51367,2003-04-27,false,2500.070167846528,Townhouse,520.4877335291033,7,101.20798211557506,2966.739238485803,3,19106,39.948629,-75.142789
H51374,1989-08-25,false,2523.6967398717984,Townhouse,385.19794257061994,6,169.01238234436423,2550.8259654409085,2,11104,40.744634,-73.920201
H51378,2002-06-28,false,2515.8958619279324,Single Family,751.6251566086725,4,80.79123852986612,1606.2672245049505,1,11214,40.599148,-73.99609
H51384,2016-04-12,false,2506.946482045093,Townhouse,584.7919240957408,4,42.78044372389532,1408.1162062920191,0,11213,40.671078,-73.936336
H51388,2018-01-27,false,2535.4135189455405,Townhouse,679.8149876414982,7,98.47327322319404,2940.812087459162,3,07093,40.788079,-74.011357
H51395,2013-01-09,false,2500.355597225379,Single Family,440.91086204924204,7,69.87730131232617,2999.9204463494707,1,11104,40.744634,-73.920201
H51396,1990-01-19,true,2500.0100360141037,Single Family,671.479839982009,3,150.6268716960285,973.6275202135234,2,02129,42.379657,-71.061487
H51401,2003-02-12,false,2507.2513036228947,Townhouse,602.2360877924383,4,47.43324810462664,1500.7403400251576,2,06467,41.567845,-72.899757
H51402,2001-11-09,false,2517.900277045532,Single Family,381.30240550891756,3,37.68309566092559,881.3236989902575,1,06002,41.84493,-72.740951
H51403,1998-01-17,false,2516.1739853110134,Single Family,542.0179846492906,6,110.12885678712341,2630.7905605376045,1,02129,42.379657,-71.061487
H51410,2016-07-23,false,2515.3703758988063,Townhouse,327.4132068534652,5,151.8396525151715,1953.658929598894,1,11214,40.599148,-73.99609
H51417,2012-02-27,true,2520.8145263040296,Single Family,299.4098232789457,5,160.95573664384446,1885.270358685746,3,02127,42.334992,-71.039093
H51425,2006-05-13,false,2501.253541795379,Single Family,347.20206355384585,6,52.018536256302085,2672.4547592864474,2,11214,40.599148,-73.99609
H51431,2008-03-16,false,2507.3957617249107,Townhouse,626.0499548294414,3,64.7402221744174,753.647056213401,3,06479,41.57477,-72.9119
H51432,2005-01-30,false,2520.4488012397787,Townhouse,677.484192843708,4,69.30163004618254,1659.689777750492,0,11214,40.599148,-73.99609
H51437,1995-02-07,false,2505.975201684579,Townhouse,768.0102394951915,5,86.61602732199734,1853.5387909111025,3,06479,41.57477,-72.9119
H51440,2007-12-02,false,2506.4811839375584,Townhouse,484.2607148384787,5,61.23537544380858,1898.956256404788,3,11103,40.762574,-73.913447
H51441,2010-05-20,false,2510.683050164028,Townhouse,335.01466604608845,6,65.15157001286636,2350.226264052303,3,06002,41.84493,-72.740951
H51450,1994-01-25,false,2500.456789506803,Single Family,354.6043034491448,2,148.2005386992545,694.8501609394302,2,19102,39.952783,-75.165586
H51456,1999-10-24,false,2514.483448420078,Single Family,213.46417303996284,4,119.99069560250629,1622.9202627939223,2,02126,42.274227,-71.097423
H51463,2009-05-20,false,2507.7267342434197,Townhouse,731.1994624470749,5,92.7572094745494,2203.154102179793,1,11104,40.744634,-73.920201
H51468,2011-01-08,false,2520.3238443188625,Townhouse,322.0891547667097,4,42.144938800156936,1368.9178901885457,3,11104,40.744634,-73.920201
H51469,1994-08-15,false,2538.5951145509125,Single Family,461.2791659343773,5,112.78088739749762,1771.0744938449766,1,11103,40.762574,-73.913447
H51475,2014-03-10,false,2512.229759255959,Townhouse,339.5034196975603,5,88.61543186607175,2105.265247622444,1,19104,39.95852,-75.198857
H51479,2012-10-30,false,2509.8770777808577,Single Family,287.4581794057999,6,92.85044008155327,2497.6392671851345,1,11103,40.762574,-73.913447
H51482,2001-04-15,false,2522.6841801753562,Townhouse,254.01888538691964,3,46.84697316971642,1122.9479722488497,1,19106,39.948629,-75.142789
H51486,1988-11-06,false,2557.824880287784,Townhouse,299.6786030679115,4,35.796502811177966,1519.552182501039,2,11104,40.744634,-73.920201
H51494,1998-04-07,false,2503.2777217753337,Single Family,383.46628872824965,2,167.79126355224528,586.7167301005657,0,19102,39.952783,-75.165586
H51495,2017-07-03,false,2521.0371838817346,Single Family,402.8961267188366,4,92.39845191796411,1228.3512888573277,2,11103,40.762574,-73.913447
H51497,2016-11-23,false,2509.6584313500543,Townhouse,511.5781682563247,7,178.63589393524478,2885.041577878926,2,11213,40.671078,-73.936336
H51498,1990-07-30,false,2516.8700182053008,Single Family,309.5611840454136,2,72.7745277919937,670.2199842559994,2,06002,41.84493,-72.740951
H51500,1997-05-02,false,2530.603774990916,Single Family,708.548962651614,7,103.7373093126784,2852.3355422164987,3,07093,40.788079,-74.011357
H51505,1991-10-08,false,2546.4719510916793,Townhouse,188.53543089791097,5,101.15274460966246,1755.953900227659,3,06479,41.57477,-72.9119
H51506,2016-03-06,false,2518.328730270477,Townhouse,594.4736485572207,4,164.0660102198828,1432.29341265,1,06467,41.567845,-72.899757
H51510,2006-10-18,true,2506.82142162534,Single Family,472.0525126207143,2,43.06661265421675,584.6745508102202,2,06002,41.84493,-72.740951
H51517,1995-07-12,false,2501.3349378017197,Single Family,396.46129247752094,5,39.75850963685788,2127.111225382196,3,11104,40.744634,-73.920201
H51518,2018-05-30,false,2532.72659355892,Single Family,380.23610823025285,5,46.98029082627796,2101.284812201451,4,19104,39.95852,-75.198857
H51525,1992-07-21,false,2516.679107385963,Townhouse,213.7575103804494,3,95.7912967856177,797.4635837144542,4,07608,40.852997,-74.060355
H51532,2010-04-20,false,2527.301299633909,Townhouse,301.6566471800043,4,168.3204721452385,1563.3607743524133,3,06467,41.567845,-72.899757
H51540,2001-04-14,false,2513.373649715852,Single Family,606.3295448004212,5,122.60568686111505,2109.764548357164,2,11104,40.744634,-73.920201
H51547,2000-08-14,false,2510.680812602609,Single Family,400.39926158449146,3,117.54933465272326,733.2280564908648,1,19102,39.952783,-75.165586
H51551,2015-03-29,false,2523.5285299868997,Townhouse,254.15756882567175,5,89.8688658869608,1727.5955048295398,4,19106,39.948629,-75.142789
H51559,1999-05-24,false,2509.518202187903,Townhouse,292.16611817958767,5,153.44332401543392,2114.0504965154396,3,19103,39.952896,-75.174298
H51568,2004-08-03,false,2518.513015183376,Townhouse,698.2324139919973,3,129.74516915355935,847.773045845163,3,02126,42.274227,-71.097423
H51572,1995-07-21,true,2519.312599739778,Townhouse,667.4091503124862,7,131.09984545966745,2964.615004706232,0,11103,40.762574,-73.913447
H51574,2009-03-15,false,2526.579077633142,Single Family,210.72908648372794,2,123.75392100129663,487.71511982629283,2,02126,42.274227,-71.097423
H51580,2015-01-25,false,2513.6974429091524,Single Family,554.3282944189134,6,150.34852916740732,2614.4790546615404,2,02129,42.379657,-71.061487
H51588,2001-12-28,false,2518.2201691788446,Townhouse,387.4569159512221,3,148.82663623711818,941.2579652712425,3,11104,40.744634,-73.920201
H51589,1996-06-18,true,2530.488085758766,Townhouse,523.5456035611614,6,165.4303162741024,2463.7018121391284,0,06001,41.787159,-72.852046
H51595,2010-08-05,false,2517.511939664842,Single Family,723.8856209302264,4,40.75966337567175,1276.4264746658816,2,06002,41.84493,-72.740951
H51602,1997-01-11,false,2514.6234089338823,Single Family,384.22446279711716,3,55.77767921266622,727.5416805491319,4,07608,40.852997,-74.060355
H51609,1989-04-25,false,2510.3968990646313,Single Family,373.4171890309779,3,163.24030583433196,919.7674946976748,1,06001,41.787159,-72.852046
H51610,1995-10-17,false,2504.9400280551095,Townhouse,514.5249297510909,2,124.9990669932959,585.402824093512,1,11104,40.744634,-73.920201
H51614,1992-11-09,false,2516.498394375002,Townhouse,704.176550923288,4,174.74876543760698,1491.4572014868083,2,19104,39.95852,-75.198857
H51619,2014-01-10,false,2506.9715190746942,Townhouse,756.3232338394145,3,176.27263447442306,932.6778501959939,1,19104,39.95852,-75.198857
H51625,2004-07-07,false,2507.545588150569,Single Family,350.1919291210245,4,112.28841615522522,1409.5766371450954,1,19103,39.952896,-75.174298
H51629,2001-12-27,true,2502.600228744868,Single Family,432.6601818665613,4,45.086174299358426,1577.778160414736,2,02129,42.379657,-71.061487
H51634,2015-12-31,false,2520.576791640737,Single Family,753.1444400190046,2,41.347468798475504,646.635227153016,4,19104,39.95852,-75.198857
H51643,1999-07-15,false,2502.4877305138593,Single Family,244.08043558811568,4,155.93548089044705,1271.9831930651594,4,19102,39.952783,-75.165586
H51648,2012-01-29,true,2510.490992604789,Townhouse,178.80508629603918,4,131.16094433326808,1499.893504022791,0,06002,41.84493,-72.740951
H51649,2014-11-13,false,2526.9636105855593,Townhouse,280.87156162804513,6,59.2911761657097,2425.2783101809805,4,11214,40.599148,-73.99609
H51658,2018-02-25,false,2504.1445204596457,Single Family,649.2172041959818,4,124.02901160201539,1347.3935018445359,1,11103,40.762574,-73.913447
H51662,1989-08-21,false,2533.5147786130906,Single Family,508.7755696546677,4,160.9591105490672,1474.188049423525,2,02126,42.274227,-71.097423
H51665,2007-11-06,false,2530.6915762921485,Townhouse,409.69969894630094,6,49.60184961099907,2674.3223425521523,2,02129,42.379657,-71.061487
H51670,2013-09-05,false,2504.91592769816,Single Family,751.422482770177,4,112.25210917983178,1650.9434551252507,4,07620,40.968725,-73.916999
H51678,1990-02-01,true,2507.3259829683134,Townhouse,452.8689743791652,6,85.00003108571083,2529.7032161643724,1,11213,40.671078,-73.936336
H51683,2014-04-18,false,2505.384426490082,Single Family,263.99809847463496,5,84.03707939651215,2213.9297488305583,1,11103,40.762574,-73.913447
H51692,2008-07-22,false,2508.2551001074457,Townhouse,412.3361981989541,4,158.87962289812236,1299.079665291611,3,07620,40.968725,-73.916999
H51698,1988-02-18,false,2514.323126171241,Single Family,441.30910261482734,5,43.3629484912847,2215.134659556411,1,19104,39.95852,-75.198857
H51706,1992-06-05,false,2511.145698794461,Townhouse,418.21756450303593,3,121.9416733429621,1107.3243422554322,3,11104,40.744634,-73.920201
H51709,1999-09-08,false,2501.6409960538117,Single Family,268.82723062140326,2,146.6686498935065,587.7189023808442,1,07608,40.852997,-74.060355
H51715,2015-10-30,false,2522.961502978966,Single Family,472.48415277000345,4,144.4347598523131,1701.7932380420507,3,06001,41.787159,-72.852046
H51720,2014-06-03,false,2540.142900240991,Townhouse,720.6890533852003,5,164.43953923568972,2118.443982024668,3,19102,39.952783,-75.165586
H51722,2014-09-25,false,2524.6908978865663,Single Family,628.8175360458222,7,67.30668885675534,2954.4413232114357,1,06001,41.787159,-72.852046
H51725,1997-11-16,false,2500.9158314413753,Single Family,177.28433868794295,5,158.06341909270463,1891.6636622702565,0,11214,40.599148,-73.99609
H51734,2018-01-22,true,2513.1662598879298,Single Family,231.57038185963427,3,81.3667346390562,1034.236267428795,3,19106,39.948629,-75.142789
H51743,1988-11-05,false,2500.950278805305,Single Family,306.5989955291794,4,179.73796929839614,1441.1842920893253,2,02127,42.334992,-71.039093
H51750,2011-11-15,false,2515.53989638448,Townhouse,228.6548173331642,7,167.05432407389424,2875.117203848072,2,19103,39.952896,-75.174298
H51752,1992-07-01,false,2521.147938089814,Townhouse,350.08016837046546,4,65.81960109675101,1269.3640008034017,2,19106,39.948629,-75.142789
H51754,1998-05-27,false,2503.496923498083,Townhouse,391.3966506293524,2,111.74445579052652,589.0572255176014,0,11103,40.762574,-73.913447
H51760,1993-11-21,false,2526.980597759691,Townhouse,796.4817692467686,5,110.46493942522127,1781.3053978500077,2,19106,39.948629,-75.142789
H51761,2003-04-30,false,2506.982381613528,Single Family,795.2524074700858,5,145.41680280713848,1827.5511026936,3,07620,40.968725,-73.916999
H51762,1989-10-31,false,2503.7790767517354,Single Family,517.0272962429478,3,135.8010456716412,861.4263727997604,2,19103,39.952896,-75.174298
H51768,1997-09-23,false,2522.004623689376,Single Family,191.6464625291251,3,111.57659764978116,984.4623577665978,2,07620,40.968725,-73.916999
H51774,2000-09-23,false,2529.4996738055834,Townhouse,434.72005570714674,4,52.936080785898184,1686.7121908699796,2,11213,40.671078,-73.936336
H51776,1995-10-13,false,2530.9670643178283,Townhouse,675.3557715535133,2,46.53435650725924,579.8652036719791,0,02128,42.361129,-71.006975
H51781,1995-08-14,false,2519.220750337649,Single Family,589.743105956306,2,61.67031957686831,530.7730907323107,2,06479,41.57477,-72.9119
H51785,1996-04-12,false,2522.747671429309,Single Family,411.8632223109996,6,56.162102584423565,2741.8923584804147,0,02127,42.334992,-71.039093
H51788,2006-12-20,true,2518.49059855755,Townhouse,595.4568112697152,7,44.8361537566511,2816.7793544049514,4,06002,41.84493,-72.740951
H51792,1989-10-14,false,2529.8118123960653,Townhouse,724.882922609746,3,37.57015049076976,1175.0744445985226,1,02127,42.334992,-71.039093
H51799,1996-03-03,false,2526.238837401369,Townhouse,714.4299154833737,6,63.34864312922889,2260.33321069241,0,19106,39.948629,-75.142789
H51808,1992-01-18,false,2508.4613903333657,Townhouse,554.0010673948586,4,110.456127795755,1710.0059767699834,3,07608,40.852997,-74.060355
H51814,1993-02-03,false,2527.0012323286014,Townhouse,366.4719745993251,2,72.61411202989522,511.36325058754545,1,07093,40.788079,-74.011357
H51823,2008-07-27,false,2521.6514909904554,Single Family,613.6957910164276,4,61.22212237996739,1526.0081801064978,4,02126,42.274227,-71.097423
H51826,1993-01-05,false,2511.4532173712796,Single Family,323.58627070691614,5,103.26812707044152,2121.800799520358,3,06002,41.84493,-72.740951
H51827,2018-11-15,true,2500.4088851584565,Single Family,676.2247857039597,3,41.032951952734365,1183.7417398152145,4,06479,41.57477,-72.9119
H51829,2018-03-23,false,2505.939337933378,Townhouse,461.7802634663321,6,139.9063427662603,2393.804902406301,3,19103,39.952896,-75.174298
H51838,2008-10-07,false,2509.01424570991,Townhouse,547.2781014592596,3,163.38568850658604,896.2544611790379,1,07087,40.767383,-74.032328
H51845,1999-07-03,false,2501.618395130817,Townhouse,743.4766647878508,6,89.65787700745356,2545.93402907032,2,11104,40.744634,-73.920201
H51846,2014-07-27,false,2518.343643953624,Single Family,573.3665296685174,4,78.20506414764509,1329.876448876132,4,19102,39.952783,-75.165586
H51855,2007-05-21,false,2509.471838247618,Townhouse,349.91693648629325,4,172.02308712503634,1237.2986309526832,2,06479,41.57477,-72.9119
H51863,2012-06-27,false,2512.2141109161657,Townhouse,296.5894186470458,5,89.0894017434117,2150.689597784598,1,06467,41.567845,-72.899757
H51868,1991-10-20,false,2526.8197517223043,Townhouse,341.0673801459303,4,132.26262542408335,1386.3433686585215,2,11103,40.762574,-73.913447
H51876,1995-02-02,true,2518.5517457418323,Single Family,384.33515073061903,3,135.86624526109262,1160.3322351824565,0,11214,40.599148,-73.99609
H51878,2010-03-01,false,2512.56201503794,Single Family,710.5860402419872,7,79.95574963345285,2981.5694294614186,3,06001,41.787159,-72.852046
H51884,2002-01-12,true,2515.4247257885063,Single Family,189.20585417142982,6,166.7250811570835,2478.8314775750578,1,06001,41.787159,-72.852046
H51889,1998-03-15,false,2533.092499168969,Single Family,249.92193651667242,4,67.8310898705113,1309.8786133074145,0,11214,40.599148,-73.99609
H51898,1999-04-05,false,2520.681048940729,Single Family,376.81742625710126,4,172.66660250903178,1241.506291362521,2,19102,39.952783,-75.165586
H51905,2003-12-03,false,2514.501869686078,Townhouse,249.4602911258714,5,99.06707045336879,1749.0579831692462,2,06001,41.787159,-72.852046
H51910,1997-03-05,false,2501.049084214532,Townhouse,324.354943158914,6,87.02459359325557,2706.122263797703,4,07087,40.767383,-74.032328
H51912,2002-09-09,false,2500.3476792141105,Single Family,524.2419751356515,5,130.43097898221546,1867.5740373683893,2,07620,40.968725,-73.916999
H51920,2015-08-02,false,2541.5938097997555,Townhouse,489.8110473576667,6,136.19881903629118,2542.1049676617595,1,11104,40.744634,-73.920201
H51926,2012-11-15,false,2503.6621843376247,Single Family,259.4418916676483,4,117.61137829550165,1676.7556439505333,2,07093,40.788079,-74.011357
H51933,2004-11-06,false,2513.3256761943135,Townhouse,356.6058011911491,3,114.19739086503033,1162.2972178912273,1,06002,41.84493,-72.740951
H51941,2013-12-02,false,2531.0405622962435,Townhouse,508.8383342708346,3,90.1485467643079,850.6495884285628,3,11213,40.671078,-73.936336
H51943,2000-06-08,false,2541.710854593753,Single Family,329.88535189900244,5,46.97736432954778,2203.362440543051,1,19103,39.952896,-75.174298
H51944,1991-04-15,true,2513.2350746093175,Townhouse,241.62082700444307,5,63.498754597244556,2001.4626790531693,2,07087,40.767383,-74.032328
H51948,2004-03-19,false,2514.686426281984,Townhouse,247.7847045250444,3,92.13602879703836,872.2372623717151,1,19106,39.948629,-75.142789
H51950,2002-11-25,false,2515.1757299995925,Townhouse,780.3216437528904,4,113.01279985150447,1516.2880353890375,0,19106,39.948629,-75.142789
H51954,1988-12-04,true,2514.5115168255993,Townhouse,217.57889349161402,3,71.12620110600506,764.1061007595995,4,07093,40.788079,-74.011357
H51958,1997-10-28,false,2505.452708732822,Townhouse,265.49935852860426,3,69.26483087233058,1112.5606321137711,0,11214,40.599148,-73.99609
H51966,1991-02-14,false,2518.4604765654453,Single Family,539.1527208969814,4,128.62137370952746,1223.1313136855183,4,06001,41.787159,-72.852046
H51967,1998-11-13,false,2517.4504525784782,Townhouse,336.21306617649964,6,95.04793327085534,2527.8228567330816,4,19106,39.948629,-75.142789
H51970,1996-04-30,false,2548.2964174272015,Single Family,441.0113114577764,4,89.85563747749134,1388.903844233917,3,11213,40.671078,-73.936336
H51973,2004-09-01,false,2521.9819385032597,Townhouse,555.7918348054604,4,105.03702659304287,1717.3969298022687,3,07620,40.968725,-73.916999
H51982,2000-07-28,false,2513.351450925268,Single Family,196.00343026112083,5,140.0148154604903,1842.388130832312,1,02127,42.334992,-71.039093
H51986,1996-08-17,false,2519.103842003948,Townhouse,533.9932253897547,5,89.2023724139271,1743.5687988517652,3,06001,41.787159,-72.852046
H51988,2011-10-12,false,2519.6019811940737,Single Family,344.6128346273569,5,40.005169759130716,1930.48642639421,1,02127,42.334992,-71.039093
H51990,2015-10-24,false,2507.3460041551357,Single Family,417.2533277595668,3,142.39835779170102,1000.0721891871348,3,07087,40.767383,-74.032328
H51994,1996-11-28,false,2532.464701958851,Single Family,299.6176758275657,7,53.01173323467999,2993.542067441704,1,07087,40.767383,-74.032328
H51999,1988-05-08,false,2521.369649593267,Townhouse,361.33081424794807,6,55.52866670514823,2457.8165193214245,2,07620,40.968725,-73.916999
H52002,1998-05-25,false,2510.4389081856266,Single Family,636.8554682971875,4,83.15674378071787,1657.7850247937993,3,07087,40.767383,-74.032328
H52007,1999-11-11,false,2519.7305513523634,Townhouse,799.5432310272142,3,63.4415953551849,1194.8014110425265,2,19104,39.95852,-75.198857
H52011,2010-07-04,false,2504.733158607287,Single Family,306.94641261811944,4,118.64863389561972,1462.3850450303241,0,19106,39.948629,-75.142789
H52020,2016-02-16,true,2502.936009232222,Townhouse,326.86242217596043,4,67.39577682579653,1396.4851327375113,4,19104,39.95852,-75.198857
H52025,1997-01-22,false,2520.5722189140847,Single Family,717.0084404349344,6,131.08167972066897,2448.258093980316,3,06467,41.567845,-72.899757
H52032,1993-11-22,false,2514.5514669766353,Townhouse,686.0872137336685,4,128.97936468415662,1390.0894968312232,1,11214,40.599148,-73.99609
H52034,2001-03-03,false,2511.267386974836,Townhouse,266.48381501878214,6,51.90579209705977,2662.737098900371,2,19103,39.952896,-75.174298
H52043,2018-03-15,false,2528.386110606565,Townhouse,222.9312938855495,6,119.70377168108794,2498.5897386768565,0,07620,40.968725,-73.916999
H52046,2012-07-01,false,2504.2377297053117,Townhouse,397.23353264134926,4,107.57447089018189,1577.7031366545946,3,07087,40.767383,-74.032328
H52050,2002-11-20,false,2542.3901528497927,Single Family,189.26599189895379,3,37.829891119517406,929.7166421352189,0,02129,42.379657,-71.061487
H52052,2002-02-28,false,2518.457620839425,Townhouse,394.5397116389488,4,47.92787080511459,1640.6317400075525,1,02128,42.361129,-71.006975
H52056,2005-03-19,false,2546.127286865917,Townhouse,477.63486530528525,5,74.04063383037818,2123.031370786903,3,06001,41.787159,-72.852046
H52064,2014-01-16,false,2510.947088666391,Single Family,257.7868183269686,4,51.048033347226266,1492.457168217469,1,07093,40.788079,-74.011357
H52067,2014-11-22,false,2507.617833451952,Townhouse,249.0291412753794,3,60.333478053133895,930.972834724439,2,07087,40.767383,-74.032328
H52070,2002-03-24,false,2521.4379614478444,Townhouse,654.5239361249496,2,48.09694874956587,647.2450658611637,4,19104,39.95852,-75.198857
H52071,1991-03-22,false,2507.4193303706897,Townhouse,283.37984096552555,5,110.47190760239171,2108.251527032937,4,06479,41.57477,-72.9119
H52073,1997-01-14,false,2525.298989343472,Townhouse,769.6995231869228,4,153.6174676686366,1667.787989654383,2,07087,40.767383,-74.032328
H52076,1997-10-24,false,2505.0949414667434,Townhouse,788.2093305088887,4,98.77134458322757,1499.711325338857,0,19104,39.95852,-75.198857
H52077,1998-03-21,false,2507.322653161212,Single Family,567.914347844602,2,150.93550228378163,584.6388511319311,4,19103,39.952896,-75.174298
H52085,2006-08-10,false,2521.4105525063433,Single Family,662.8982542838623,4,46.18609652181271,1230.0208833241222,0,07093,40.788079,-74.011357
H52093,1993-03-12,false,2517.62256995832,Single Family,376.0733382708095,2,160.78321488140628,492.3599907239784,2,11104,40.744634,-73.920201
H52100,2011-01-12,false,2507.255261402448,Townhouse,450.395374725664,5,90.15635221054315,2085.6095315573393,0,11214,40.599148,-73.99609
H52109,1995-01-26,false,2512.6197470420416,Townhouse,294.2967815669315,5,134.09134307683524,2204.3138023462107,3,02129,42.379657,-71.061487
H52114,1996-11-24,false,2516.67405957168,Single Family,236.33926386110002,3,147.5322377260057,1050.041582642915,2,19102,39.952783,-75.165586
H52117,1999-12-31,false,2506.2105020255117,Single Family,690.0444326716752,5,151.23951148983897,1771.9321251123054,4,19103,39.952896,-75.174298
H52118,1991-10-25,false,2516.3342341939256,Townhouse,385.2115832397741,2,82.94424686735832,689.5317338724931,2,19104,39.95852,-75.198857
H52126,1992-03-19,false,2516.230910308565,Townhouse,549.2364506436227,2,119.46214442058853,506.68687645692063,2,07608,40.852997,-74.060355
H52132,1988-08-22,true,2523.2188492802256,Townhouse,684.6185654601945,6,74.08076709427219,2325.1439009226397,2,07608,40.852997,-74.060355
H52134,1995-08-16,false,2518.45981852683,Single Family,344.54599431480693,2,138.78032558954652,565.9022421089944,1,06002,41.84493,-72.740951
H52136,2001-02-19,true,2502.0835387449056,Single Family,701.246438778594,7,163.57435513425537,2758.0808243008973,2,02126,42.274227,-71.097423
H52141,1993-10-02,false,2517.464676174989,Townhouse,557.7691942899371,6,73.85413167017032,2249.906578709908,1,11213,40.671078,-73.936336
H52150,1989-07-05,false,2508.17249125298,Single Family,264.68127456874527,7,131.21479973635047,2753.6434056686203,3,06467,41.567845,-72.899757
H52155,2013-05-02,false,2520.7657706679406,Single Family,316.2300510352375,3,137.75254989177031,807.9607769376859,1,07087,40.767383,-74.032328
H52159,2014-04-07,false,2511.377336765454,Townhouse,553.6755969848008,3,46.390324987440835,778.3080574366309,3,07620,40.968725,-73.916999
H52166,1994-06-11,false,2528.2961854763325,Single Family,592.9855637176311,5,57.43765841501448,2128.9125405289324,3,02129,42.379657,-71.061487
H52171,1998-01-14,false,2517.1979133874615,Townhouse,346.71369174087846,3,56.416163133733534,721.9011253138654,2,11104,40.744634,-73.920201
H52176,2009-05-08,false,2500.4137675629427,Townhouse,243.29734097902266,5,85.01495011400303,1816.9488506155656,3,06001,41.787159,-72.852046
H52177,1995-05-06,false,2520.8597896333295,Townhouse,746.8318354849988,7,66.41431897880273,2868.116811986348,4,02128,42.361129,-71.006975
H52182,2015-04-12,false,2528.7737214100393,Single Family,598.52097233212,2,106.66179341613328,530.3218455839806,3,11214,40.599148,-73.99609
H52185,2014-05-17,false,2501.4722438196945,Single Family,561.625722309281,3,68.84899941686346,1130.2903148854855,1,11214,40.599148,-73.99609
H52192,2010-09-02,false,2515.4408689127004,Single Family,489.52790062813506,2,174.9014217282181,576.0389757038848,1,02128,42.361129,-71.006975
H52199,2017-03-10,false,2520.72572466058,Single Family,586.5892433067527,4,103.65218318260709,1295.1538892331996,1,19104,39.95852,-75.198857
H52200,2000-06-23,false,2509.7603477531525,Townhouse,190.76303156719695,5,112.22074519628708,1855.5916654027712,2,02126,42.274227,-71.097423
H52204,1994-07-18,true,2502.998100717707,Single Family,269.31792429046516,2,42.063440655318075,673.622936528948,4,19102,39.952783,-75.165586
