Cust_ID,expected_duration,actual_duration,Date_of_job,Time_of_job,time_rating,LAT,LNG,Job_rating,Cleanliness_rating,Work_Quality_rating,Value_Delivered_rating,Facility_rating
C_32973,10,19,2018-11-22,10:36:34,3.0,40.744634,-73.920201,2.0,1.0,2.0,1.0,1.0
C_32973,17,11,2019-01-19,11:52:00,0.0,42.379657,-71.061487,3.0,5.0,3.0,2.0,1.0
C_3301,10,13,2016-12-06,14:04:37,3.0,41.567845,-72.899757,2.0,3.0,5.0,4.0,4.0
C_3301,13,14,2017-04-24,15:32:04,5.0,39.948629,-75.142789,4.0,1.0,1.0,2.0,1.0
C_3301,13,14,2017-08-22,15:32:04,5.0,41.787159,-72.852046,2.0,1.0,5.0,1.0,4.0
C_3301,15,19,2016-08-28,16:42:13,2.0,39.952896,-75.174298,4.0,4.0,5.0,2.0,3.0
C_33014,8,7,2016-08-10,10:26:29,1.0,42.379657,-71.061487,3.0,3.0,3.0,3.0,2.0
C_33014,8,7,2016-08-27,10:26:29,1.0,41.787159,-72.852046,4.0,4.0,4.0,1.0,4.0
C_33014,8,18,2016-07-01,15:23:25,2.0,41.787159,-72.852046,4.0,3.0,1.0,5.0,2.0
C_33014,8,18,2016-09-17,15:23:25,2.0,40.744634,-73.920201,2.0,4.0,2.0,1.0,2.0
C_33014,13,7,2015-12-13,12:48:13,0.0,42.361129,-71.006975,3.0,1.0,3.0,2.0,1.0
C_33014,13,7,2016-02-07,12:48:13,0.0,39.952896,-75.174298,5.0,2.0,5.0,4.0,3.0
C_33044,4,15,2018-10-04,14:41:37,1.0,39.952896,-75.174298,5.0,4.0,2.0,2.0,1.0
C_33044,10,12,2018-06-28,12:46:18,4.0,39.952896,-75.174298,5.0,5.0,3.0,2.0,2.0
C_33044,10,12,2018-09-24,12:46:18,4.0,42.274227,-71.097423,4.0,2.0,2.0,1.0,4.0
C_33044,10,12,2018-11-17,12:46:18,4.0,40.852997,-74.060355,3.0,1.0,4.0,3.0,4.0
C_33044,12,12,2018-05-24,10:17:50,0.0,41.84493,-72.740951,4.0,2.0,5.0,1.0,3.0
C_33044,13,17,2017-12-15,14:46:54,2.0,41.84493,-72.740951,5.0,1.0,5.0,5.0,1.0
C_33073,11,13,2016-12-21,15:25:20,4.0,40.744634,-73.920201,2.0,4.0,2.0,1.0,2.0
C_33073,11,13,2017-04-19,15:25:20,4.0,39.948629,-75.142789,5.0,2.0,1.0,2.0,5.0
C_33073,11,13,2017-05-21,15:25:20,4.0,40.744634,-73.920201,3.0,2.0,5.0,5.0,2.0
C_33073,11,16,2016-11-06,12:02:06,1.0,40.744634,-73.920201,2.0,2.0,4.0,1.0,3.0
C_33073,12,13,2017-08-01,10:01:01,5.0,40.852997,-74.060355,2.0,1.0,4.0,1.0,4.0
C_33073,14,9,2017-03-19,09:49:00,5.0,41.787159,-72.852046,3.0,4.0,4.0,4.0,5.0
C_33108,6,8,2015-11-02,11:03:57,4.0,42.274227,-71.097423,1.0,4.0,2.0,2.0,1.0
C_33108,10,16,2016-04-28,16:14:50,0.0,40.762574,-73.913447,3.0,4.0,4.0,1.0,4.0
C_33108,15,16,2016-06-26,10:57:14,5.0,40.744634,-73.920201,2.0,3.0,1.0,4.0,5.0
C_33113,10,17,2017-12-25,14:03:10,5.0,41.84493,-72.740951,1.0,1.0,3.0,2.0,2.0
C_33113,12,15,2017-10-08,15:51:46,3.0,39.952783,-75.165586,3.0,3.0,3.0,5.0,5.0
C_33113,12,15,2018-01-15,15:51:46,3.0,40.671078,-73.936336,3.0,2.0,5.0,3.0,3.0
C_33113,16,15,2018-01-03,14:26:14,1.0,39.948629,-75.142789,4.0,1.0,1.0,5.0,5.0
C_33113,16,15,2018-03-02,14:26:14,1.0,39.952896,-75.174298,4.0,2.0,4.0,2.0,4.0
C_33152,8,9,2016-11-19,13:42:02,5.0,41.57477,-72.9119,3.0,3.0,3.0,3.0,2.0
C_33152,8,9,2017-02-16,13:42:02,5.0,39.95852,-75.198857,3.0,1.0,2.0,2.0,1.0
C_33152,11,9,2016-11-11,14:53:09,2.0,41.567845,-72.899757,4.0,2.0,5.0,2.0,2.0
C_33152,11,9,2017-02-17,14:53:09,2.0,41.84493,-72.740951,3.0,3.0,2.0,3.0,5.0
C_33152,11,9,2017-04-20,14:53:09,2.0,39.952783,-75.165586,4.0,2.0,1.0,3.0,2.0
C_3317,11,11,2015-06-09,15:24:23,0.0,40.968725,-73.916999,3.0,1.0,3.0,2.0,1.0
C_3317,11,16,2016-01-18,14:53:09,1.0,42.379657,-71.061487,3.0,3.0,1.0,5.0,4.0
C_3317,11,16,2015-10-25,16:46:03,1.0,40.762574,-73.913447,4.0,5.0,5.0,4.0,4.0
C_3317,11,16,2016-01-30,16:46:03,1.0,40.671078,-73.936336,4.0,5.0,5.0,4.0,4.0
C_3317,14,13,2015-09-22,10:12:04,1.0,41.567845,-72.899757,4.0,5.0,5.0,4.0,3.0
C_3317,14,13,2016-02-15,10:12:04,1.0,39.95852,-75.198857,3.0,3.0,1.0,3.0,1.0
C_33171,7,14,2015-12-19,16:46:32,5.0,42.274227,-71.097423,3.0,2.0,1.0,3.0,4.0
C_33171,9,14,2015-09-19,13:30:59,1.0,40.767383,-74.032328,1.0,5.0,4.0,2.0,3.0
C_33171,9,14,2016-04-11,13:30:59,1.0,42.274227,-71.097423,1.0,5.0,3.0,2.0,1.0
C_33171,11,11,2016-04-13,11:52:58,0.0,41.567845,-72.899757,4.0,1.0,4.0,1.0,4.0
C_33180,5,17,2018-05-24,16:41:44,0.0,40.767383,-74.032328,5.0,1.0,3.0,2.0,4.0
C_33180,9,12,2018-03-31,11:26:03,3.0,41.57477,-72.9119,2.0,1.0,4.0,3.0,3.0
C_33180,9,12,2018-12-09,11:26:03,3.0,40.762574,-73.913447,1.0,4.0,4.0,3.0,4.0
C_33180,11,17,2018-11-26,10:04:23,0.0,40.968725,-73.916999,2.0,5.0,4.0,3.0,4.0
C_33195,7,12,2018-10-20,11:46:14,1.0,39.952896,-75.174298,3.0,2.0,5.0,2.0,3.0
C_33195,12,14,2018-09-22,10:16:23,4.0,39.948629,-75.142789,5.0,3.0,3.0,1.0,1.0
C_33195,12,14,2019-02-19,10:16:23,4.0,40.968725,-73.916999,2.0,2.0,5.0,4.0,3.0
C_33195,15,12,2018-09-08,14:39:41,3.0,42.379657,-71.061487,3.0,3.0,3.0,1.0,3.0
C_33195,15,12,2019-04-18,14:39:41,3.0,41.57477,-72.9119,3.0,4.0,4.0,1.0,3.0
C_33195,15,12,2019-06-11,14:39:41,3.0,40.788079,-74.011357,5.0,1.0,4.0,2.0,2.0
C_33205,7,21,2016-07-03,12:41:58,4.0,39.948629,-75.142789,3.0,3.0,4.0,2.0,2.0
C_33205,11,13,2015-12-23,11:32:18,4.0,40.671078,-73.936336,4.0,1.0,1.0,5.0,1.0
C_33205,12,10,2016-06-15,10:55:18,2.0,42.334992,-71.039093,4.0,5.0,4.0,3.0,3.0
C_33205,12,10,2016-06-29,10:55:18,2.0,41.57477,-72.9119,4.0,1.0,5.0,4.0,3.0
C_33205,12,10,2016-08-28,10:55:18,2.0,41.787159,-72.852046,1.0,4.0,5.0,2.0,3.0
C_33205,14,10,2016-02-27,16:35:00,4.0,42.379657,-71.061487,3.0,5.0,1.0,1.0,1.0
C_33205,14,10,2016-07-01,16:35:00,4.0,39.952783,-75.165586,2.0,3.0,3.0,4.0,4.0
C_33206,9,12,2016-07-14,11:36:38,3.0,41.787159,-72.852046,2.0,5.0,2.0,2.0,2.0
C_33206,9,12,2016-08-02,11:36:38,3.0,40.968725,-73.916999,5.0,3.0,5.0,1.0,3.0
C_33206,9,12,2016-09-05,11:36:38,3.0,42.274227,-71.097423,3.0,3.0,1.0,5.0,4.0
C_33206,10,15,2015-11-01,13:33:52,1.0,42.334992,-71.039093,3.0,3.0,4.0,5.0,5.0
C_33206,13,12,2016-06-30,12:58:19,1.0,41.57477,-72.9119,4.0,5.0,4.0,4.0,4.0
C_33206,13,12,2016-10-19,12:58:19,1.0,39.952896,-75.174298,4.0,2.0,3.0,2.0,3.0
C_33206,16,17,2016-03-13,16:44:08,5.0,40.852997,-74.060355,3.0,3.0,5.0,4.0,4.0
C_33217,7,11,2019-03-31,09:16:49,2.0,39.948629,-75.142789,4.0,2.0,4.0,1.0,3.0
C_33217,8,9,2018-11-28,11:45:17,5.0,42.379657,-71.061487,1.0,1.0,4.0,1.0,3.0
C_33217,13,11,2019-08-11,13:16:34,2.0,39.95852,-75.198857,3.0,3.0,5.0,4.0,4.0
C_33267,6,14,2018-11-25,13:22:20,4.0,42.274227,-71.097423,1.0,4.0,5.0,1.0,3.0
C_33267,6,14,2018-12-07,13:22:20,4.0,40.767383,-74.032328,4.0,1.0,2.0,2.0,1.0
C_33267,6,14,2019-02-07,13:22:20,4.0,42.379657,-71.061487,4.0,3.0,5.0,1.0,1.0
C_33267,9,8,2018-11-03,09:01:55,1.0,40.852997,-74.060355,4.0,3.0,2.0,2.0,2.0
C_33267,13,14,2018-09-13,10:58:11,5.0,42.334992,-71.039093,5.0,2.0,4.0,3.0,1.0
C_33295,5,7,2017-01-31,15:51:17,4.0,41.84493,-72.740951,4.0,2.0,1.0,4.0,4.0
C_33295,10,11,2016-06-20,15:48:53,5.0,40.767383,-74.032328,5.0,1.0,5.0,3.0,1.0
C_33317,9,13,2016-07-28,09:37:28,2.0,40.767383,-74.032328,3.0,3.0,5.0,4.0,5.0
C_33317,9,17,2016-08-05,16:04:44,4.0,39.952896,-75.174298,4.0,5.0,2.0,2.0,1.0
C_33317,9,17,2016-09-22,16:04:44,4.0,41.567845,-72.899757,4.0,2.0,4.0,3.0,3.0
C_33317,9,17,2017-03-13,16:04:44,4.0,42.334992,-71.039093,3.0,3.0,3.0,5.0,1.0
C_33317,12,17,2016-09-21,12:25:09,1.0,42.334992,-71.039093,1.0,2.0,2.0,1.0,1.0
C_33317,12,17,2016-10-11,12:25:09,1.0,39.948629,-75.142789,1.0,2.0,5.0,2.0,3.0
C_33367,9,10,2016-10-23,16:53:16,5.0,39.95852,-75.198857,3.0,3.0,3.0,2.0,2.0
C_33367,9,10,2017-01-02,16:53:16,5.0,40.852997,-74.060355,3.0,2.0,4.0,4.0,4.0
C_33367,9,10,2017-02-12,16:53:16,5.0,40.762574,-73.913447,4.0,2.0,4.0,1.0,3.0
C_33367,9,10,2017-03-12,16:53:16,5.0,39.948629,-75.142789,3.0,3.0,4.0,1.0,3.0
C_33367,9,12,2016-07-24,16:02:49,3.0,41.57477,-72.9119,4.0,2.0,2.0,2.0,4.0
C_33367,10,10,2016-11-02,14:02:13,0.0,40.968725,-73.916999,4.0,2.0,3.0,4.0,5.0
C_33367,10,10,2017-01-15,14:02:13,0.0,42.334992,-71.039093,2.0,3.0,5.0,3.0,3.0
C_33367,12,14,2016-04-27,13:18:58,4.0,42.379657,-71.061487,4.0,4.0,5.0,1.0,4.0
C_33392,7,14,2017-04-11,12:14:06,5.0,42.334992,-71.039093,2.0,5.0,2.0,1.0,2.0
C_33392,12,7,2017-05-25,10:04:23,5.0,40.762574,-73.913447,4.0,2.0,1.0,2.0,2.0
C_33392,12,7,2017-10-15,10:04:23,5.0,40.762574,-73.913447,2.0,2.0,5.0,3.0,4.0
C_33392,13,7,2017-07-28,15:09:29,0.0,41.57477,-72.9119,3.0,3.0,3.0,3.0,2.0
C_33392,13,7,2017-09-05,15:09:29,0.0,42.334992,-71.039093,5.0,2.0,4.0,4.0,4.0
C_33402,2,3,2018-06-07,09:03:21,5.0,41.57477,-72.9119,3.0,4.0,2.0,3.0,2.0
C_33402,9,11,2018-09-12,09:46:36,4.0,40.788079,-74.011357,3.0,3.0,3.0,5.0,5.0
C_33402,10,11,2019-04-07,11:12:36,5.0,39.95852,-75.198857,1.0,4.0,4.0,3.0,4.0
C_33402,10,11,2019-04-16,11:12:36,5.0,42.361129,-71.006975,4.0,2.0,3.0,2.0,3.0
C_33402,10,13,2019-02-19,16:08:35,3.0,41.84493,-72.740951,2.0,3.0,4.0,1.0,4.0
C_33421,8,7,2016-05-12,15:11:24,1.0,42.379657,-71.061487,4.0,4.0,5.0,2.0,4.0
C_33421,10,22,2016-02-18,13:04:05,0.0,40.852997,-74.060355,5.0,3.0,2.0,1.0,1.0
C_33421,10,22,2016-04-15,13:04:05,0.0,39.952783,-75.165586,5.0,1.0,2.0,2.0,5.0
C_33421,12,22,2016-08-03,11:04:55,2.0,42.334992,-71.039093,3.0,3.0,5.0,1.0,4.0
C_33421,12,22,2016-09-23,11:04:55,2.0,40.788079,-74.011357,5.0,1.0,5.0,3.0,1.0
C_33439,12,11,2015-05-30,15:24:23,1.0,40.671078,-73.936336,3.0,3.0,2.0,3.0,1.0
C_33439,12,11,2016-01-07,15:24:23,1.0,41.787159,-72.852046,4.0,1.0,1.0,2.0,2.0
C_33439,12,11,2015-06-24,12:41:58,1.0,40.968725,-73.916999,3.0,5.0,5.0,2.0,3.0
C_33439,12,11,2015-09-25,12:41:58,1.0,41.787159,-72.852046,1.0,1.0,2.0,2.0,1.0
C_33439,12,11,2015-10-11,12:41:58,1.0,41.567845,-72.899757,4.0,1.0,4.0,4.0,3.0
C_3346,7,9,2015-07-31,14:44:01,4.0,39.952783,-75.165586,3.0,1.0,2.0,3.0,3.0
C_3346,7,9,2016-03-15,14:44:01,4.0,42.361129,-71.006975,2.0,2.0,4.0,1.0,3.0
C_3346,8,11,2015-03-19,11:18:22,3.0,42.379657,-71.061487,3.0,4.0,5.0,1.0,2.0
C_3346,12,15,2015-09-29,16:55:40,3.0,39.952783,-75.165586,2.0,5.0,5.0,3.0,4.0
C_3346,12,15,2016-02-18,16:55:40,3.0,40.762574,-73.913447,3.0,3.0,5.0,2.0,3.0
C_3346,14,15,2015-07-23,13:44:26,5.0,41.787159,-72.852046,4.0,1.0,3.0,5.0,2.0
C_3346,14,15,2015-12-22,13:44:26,5.0,42.361129,-71.006975,1.0,2.0,5.0,2.0,4.0
C_3346,14,15,2016-01-07,13:44:26,5.0,39.952896,-75.174298,3.0,4.0,2.0,5.0,3.0
C_3346,14,15,2016-01-26,13:44:26,5.0,40.852997,-74.060355,2.0,1.0,2.0,2.0,1.0
C_3347,8,16,2019-06-17,11:11:39,4.0,42.274227,-71.097423,3.0,3.0,3.0,5.0,5.0
C_3347,8,16,2019-07-08,11:11:39,4.0,41.57477,-72.9119,4.0,2.0,3.0,2.0,3.0
C_3347,9,14,2019-07-26,16:29:14,1.0,40.599148,-73.99609,3.0,3.0,5.0,1.0,4.0
C_3347,9,14,2019-08-05,16:29:14,1.0,40.767383,-74.032328,4.0,1.0,5.0,2.0,5.0
C_3347,9,16,2019-03-03,11:32:18,5.0,42.379657,-71.061487,3.0,3.0,5.0,4.0,2.0
C_3347,12,13,2018-11-15,15:01:19,5.0,40.744634,-73.920201,4.0,2.0,1.0,4.0,4.0
C_33478,6,10,2018-06-25,09:27:23,2.0,41.57477,-72.9119,3.0,4.0,1.0,2.0,2.0
C_33478,6,10,2019-01-02,09:27:23,2.0,39.948629,-75.142789,5.0,3.0,1.0,1.0,2.0
C_33478,8,10,2018-02-08,11:11:39,4.0,42.379657,-71.061487,2.0,4.0,5.0,2.0,3.0
C_33478,8,20,2019-01-24,10:26:00,0.0,42.361129,-71.006975,1.0,2.0,4.0,1.0,4.0
C_33478,10,10,2018-07-12,11:51:31,0.0,42.361129,-71.006975,2.0,3.0,4.0,1.0,3.0
C_33492,10,13,2017-05-03,13:08:53,3.0,39.95852,-75.198857,4.0,1.0,1.0,5.0,4.0
C_33492,10,13,2017-05-10,13:08:53,3.0,40.762574,-73.913447,3.0,4.0,2.0,3.0,3.0
C_33492,10,13,2017-08-17,13:08:53,3.0,42.334992,-71.039093,4.0,4.0,4.0,1.0,3.0
C_33492,11,14,2017-07-01,16:35:29,3.0,39.952783,-75.165586,3.0,3.0,3.0,2.0,1.0
C_33492,12,13,2017-07-11,13:24:44,5.0,40.767383,-74.032328,2.0,5.0,5.0,3.0,4.0
C_33533,12,16,2019-03-20,15:09:00,2.0,40.968725,-73.916999,5.0,3.0,1.0,1.0,2.0
C_33533,12,16,2019-05-05,15:09:00,2.0,40.968725,-73.916999,2.0,1.0,4.0,1.0,3.0
C_33533,12,16,2019-06-30,15:09:00,2.0,40.671078,-73.936336,3.0,1.0,5.0,2.0,4.0
C_33533,13,13,2019-01-16,12:04:30,0.0,39.948629,-75.142789,3.0,3.0,2.0,3.0,1.0
C_33533,13,13,2019-01-17,12:04:30,0.0,40.762574,-73.913447,3.0,4.0,5.0,3.0,3.0
C_33533,16,16,2018-12-07,13:48:17,0.0,41.57477,-72.9119,2.0,2.0,4.0,1.0,3.0
C_33533,16,16,2019-03-02,13:48:17,0.0,39.948629,-75.142789,4.0,1.0,3.0,2.0,1.0
C_33571,11,14,2018-04-07,09:05:17,3.0,39.952896,-75.174298,5.0,5.0,5.0,3.0,3.0
C_33571,11,14,2018-07-12,09:05:17,3.0,39.948629,-75.142789,5.0,3.0,2.0,1.0,3.0
C_33571,12,14,2018-03-24,09:18:15,4.0,39.95852,-75.198857,4.0,1.0,5.0,2.0,2.0
C_33571,12,14,2018-05-31,09:18:15,4.0,41.84493,-72.740951,4.0,2.0,5.0,5.0,3.0
C_33571,15,13,2018-09-06,11:25:06,2.0,42.274227,-71.097423,4.0,2.0,3.0,4.0,5.0
C_33602,6,13,2015-06-02,15:13:48,5.0,41.57477,-72.9119,4.0,4.0,5.0,3.0,3.0
C_33602,13,13,2015-05-11,13:51:10,0.0,40.968725,-73.916999,3.0,3.0,2.0,2.0,1.0
C_33602,13,13,2015-11-14,13:51:10,0.0,39.948629,-75.142789,2.0,3.0,5.0,4.0,4.0
C_33602,18,9,2016-01-14,09:11:31,3.0,40.671078,-73.936336,3.0,3.0,2.0,3.0,5.0
C_33634,10,14,2019-09-29,09:09:36,2.0,40.671078,-73.936336,4.0,2.0,2.0,1.0,1.0
C_33634,13,14,2019-01-10,10:36:34,5.0,40.744634,-73.920201,4.0,5.0,5.0,3.0,4.0
C_33634,13,14,2019-03-24,10:36:34,5.0,42.274227,-71.097423,3.0,1.0,4.0,1.0,3.0
C_33634,14,12,2019-05-31,13:33:52,2.0,40.767383,-74.032328,1.0,3.0,2.0,2.0,1.0
C_33671,8,14,2019-01-09,14:17:35,0.0,40.762574,-73.913447,5.0,1.0,4.0,5.0,1.0
C_33671,8,14,2019-09-10,14:17:35,0.0,42.334992,-71.039093,3.0,2.0,5.0,3.0,5.0
C_33671,9,14,2019-04-23,16:46:03,1.0,42.361129,-71.006975,3.0,3.0,4.0,5.0,2.0
C_33671,9,14,2019-06-27,16:46:03,1.0,39.952783,-75.165586,1.0,3.0,2.0,2.0,2.0
C_33671,13,10,2019-06-03,14:04:08,3.0,41.787159,-72.852046,4.0,5.0,4.0,2.0,3.0
C_3371,6,9,2019-03-01,09:05:17,3.0,40.671078,-73.936336,5.0,1.0,2.0,4.0,2.0
C_3371,6,9,2019-06-06,09:05:17,3.0,40.767383,-74.032328,5.0,3.0,1.0,1.0,1.0
C_3371,12,8,2019-07-29,16:12:54,4.0,39.952896,-75.174298,2.0,4.0,2.0,2.0,1.0
C_3371,12,8,2019-09-05,16:12:54,4.0,42.379657,-71.061487,3.0,4.0,1.0,2.0,1.0
C_3371,17,8,2019-04-14,15:30:37,3.0,42.274227,-71.097423,3.0,2.0,4.0,1.0,3.0
C_3371,17,8,2019-08-21,15:30:37,3.0,40.968725,-73.916999,3.0,5.0,1.0,1.0,1.0
C_33718,6,9,2017-07-23,11:06:50,3.0,42.361129,-71.006975,4.0,5.0,4.0,3.0,3.0
C_33718,6,9,2017-09-08,11:06:50,3.0,40.852997,-74.060355,4.0,2.0,4.0,1.0,3.0
C_33718,12,17,2017-03-13,11:24:08,1.0,40.744634,-73.920201,2.0,5.0,3.0,1.0,2.0
C_33718,12,17,2017-10-10,11:24:08,1.0,40.762574,-73.913447,1.0,2.0,5.0,3.0,4.0
C_33718,12,17,2017-12-26,11:24:08,1.0,41.567845,-72.899757,3.0,5.0,3.0,1.0,1.0
C_33718,13,17,2017-04-23,10:30:48,2.0,40.599148,-73.99609,1.0,5.0,4.0,2.0,3.0
C_33718,13,17,2017-12-22,10:30:48,2.0,40.671078,-73.936336,4.0,2.0,5.0,1.0,2.0
C_33768,4,13,2019-02-04,09:37:57,3.0,41.787159,-72.852046,5.0,1.0,2.0,2.0,1.0
C_33768,4,13,2019-02-12,09:37:57,3.0,41.787159,-72.852046,4.0,2.0,4.0,2.0,4.0
C_33768,8,14,2019-01-03,14:37:17,0.0,40.671078,-73.936336,1.0,1.0,4.0,1.0,3.0
C_33768,9,13,2018-04-13,11:00:36,2.0,41.567845,-72.899757,4.0,2.0,5.0,2.0,4.0
C_33768,9,13,2018-09-04,11:00:36,2.0,41.567845,-72.899757,4.0,2.0,5.0,1.0,3.0
C_33774,10,13,2016-02-16,09:29:47,3.0,40.599148,-73.99609,4.0,2.0,4.0,4.0,4.0
C_33774,10,13,2016-10-08,09:29:47,3.0,42.379657,-71.061487,3.0,3.0,5.0,1.0,4.0
C_33774,10,13,2016-04-21,10:35:36,3.0,42.361129,-71.006975,3.0,3.0,3.0,5.0,1.0
C_33774,10,13,2016-11-12,10:35:36,3.0,41.567845,-72.899757,3.0,3.0,4.0,5.0,4.0
C_33774,10,13,2016-12-10,10:35:36,3.0,42.361129,-71.006975,3.0,3.0,4.0,1.0,4.0
C_33812,4,9,2019-08-09,11:29:54,1.0,40.788079,-74.011357,5.0,2.0,3.0,3.0,5.0
C_33812,8,9,2019-09-18,13:50:41,5.0,39.95852,-75.198857,2.0,3.0,5.0,3.0,4.0
C_33812,13,6,2019-05-31,09:07:41,1.0,40.852997,-74.060355,3.0,2.0,2.0,1.0,1.0
C_33812,13,6,2019-08-16,09:07:41,1.0,40.599148,-73.99609,4.0,3.0,4.0,1.0,3.0
C_33833,13,13,2017-12-24,14:09:25,0.0,40.599148,-73.99609,5.0,5.0,5.0,5.0,3.0
C_33833,13,13,2018-07-29,14:09:25,0.0,39.95852,-75.198857,4.0,1.0,1.0,3.0,5.0
C_33833,13,13,2018-08-03,14:09:25,0.0,40.788079,-74.011357,4.0,2.0,2.0,4.0,1.0
C_33833,13,13,2018-01-25,13:28:35,0.0,40.744634,-73.920201,5.0,1.0,5.0,2.0,5.0
C_33833,17,17,2017-10-26,15:04:41,0.0,40.968725,-73.916999,1.0,4.0,2.0,2.0,2.0
C_33836,9,16,2017-07-29,09:23:03,5.0,41.787159,-72.852046,4.0,2.0,4.0,1.0,3.0
C_33836,11,14,2017-07-14,10:41:51,3.0,41.57477,-72.9119,3.0,4.0,5.0,5.0,1.0
C_33836,16,16,2017-12-11,15:39:45,0.0,40.599148,-73.99609,5.0,2.0,3.0,2.0,2.0
C_33844,11,11,2017-12-17,14:15:11,0.0,39.948629,-75.142789,4.0,2.0,3.0,2.0,3.0
C_33844,11,11,2017-06-22,14:32:00,0.0,42.334992,-71.039093,2.0,3.0,4.0,2.0,3.0
C_33844,13,12,2018-03-05,12:50:09,1.0,39.952896,-75.174298,3.0,4.0,5.0,1.0,2.0
C_33844,18,12,2017-10-24,14:26:14,0.0,42.379657,-71.061487,3.0,4.0,5.0,3.0,3.0
C_33844,18,12,2018-02-06,14:26:14,0.0,40.744634,-73.920201,4.0,2.0,2.0,2.0,3.0
C_33884,10,11,2019-03-15,12:14:35,5.0,40.968725,-73.916999,5.0,2.0,2.0,1.0,2.0
C_33884,10,11,2019-07-29,12:14:35,5.0,39.95852,-75.198857,4.0,3.0,2.0,1.0,1.0
C_33884,14,11,2019-04-23,15:10:27,3.0,40.968725,-73.916999,3.0,4.0,3.0,1.0,2.0
C_33884,15,11,2019-02-18,11:03:00,4.0,42.379657,-71.061487,3.0,4.0,1.0,2.0,1.0
C_33884,15,11,2019-11-01,11:03:00,4.0,41.84493,-72.740951,5.0,4.0,4.0,3.0,5.0
C_33884,15,11,2019-12-08,11:03:00,4.0,40.744634,-73.920201,4.0,2.0,1.0,2.0,2.0
C_33905,7,12,2016-12-28,12:22:45,1.0,41.567845,-72.899757,5.0,2.0,5.0,3.0,4.0
C_33905,7,12,2017-03-15,12:22:45,1.0,39.95852,-75.198857,1.0,3.0,5.0,1.0,4.0
C_33905,11,12,2017-01-09,16:05:42,5.0,41.787159,-72.852046,3.0,3.0,5.0,5.0,2.0
C_33905,11,15,2016-04-26,12:33:48,2.0,40.852997,-74.060355,4.0,3.0,2.0,1.0,2.0
C_33905,12,19,2017-03-22,16:33:05,5.0,40.671078,-73.936336,3.0,3.0,5.0,3.0,4.0
C_33954,4,15,2018-07-13,12:06:54,1.0,40.852997,-74.060355,5.0,5.0,5.0,3.0,4.0
C_33954,4,15,2019-01-30,12:06:54,1.0,41.84493,-72.740951,1.0,2.0,4.0,1.0,4.0
C_33954,4,15,2019-02-02,12:06:54,1.0,40.968725,-73.916999,4.0,3.0,5.0,5.0,4.0
C_33954,5,15,2018-06-25,15:10:27,2.0,40.599148,-73.99609,5.0,3.0,3.0,1.0,1.0
C_33954,12,15,2018-09-30,14:31:31,3.0,39.952783,-75.165586,2.0,3.0,5.0,1.0,4.0
C_33964,10,13,2019-02-15,11:03:00,3.0,42.334992,-71.039093,3.0,2.0,4.0,1.0,5.0
C_33964,10,13,2019-03-28,11:03:00,3.0,40.671078,-73.936336,4.0,4.0,4.0,2.0,3.0
C_33964,10,15,2019-05-15,12:55:26,1.0,40.599148,-73.99609,1.0,4.0,4.0,3.0,3.0
C_33964,13,15,2019-05-09,14:00:18,4.0,42.379657,-71.061487,2.0,3.0,4.0,1.0,3.0
C_33964,13,15,2019-09-02,14:00:18,4.0,41.84493,-72.740951,4.0,3.0,5.0,2.0,4.0
C_34004,11,17,2018-09-25,16:07:08,0.0,40.767383,-74.032328,1.0,4.0,4.0,3.0,4.0
C_34004,11,17,2019-01-27,16:07:08,0.0,42.274227,-71.097423,3.0,2.0,3.0,2.0,1.0
C_34004,14,17,2018-10-07,16:42:42,3.0,40.599148,-73.99609,4.0,2.0,2.0,2.0,4.0
C_34004,14,17,2018-10-28,16:42:42,3.0,40.744634,-73.920201,4.0,2.0,4.0,2.0,1.0
C_34004,17,19,2019-05-20,15:15:44,4.0,40.762574,-73.913447,3.0,4.0,5.0,3.0,4.0
C_34007,6,11,2017-05-31,11:05:24,1.0,40.762574,-73.913447,3.0,2.0,5.0,4.0,5.0
C_34007,7,16,2016-10-05,14:04:08,3.0,40.744634,-73.920201,3.0,5.0,2.0,2.0,1.0
C_34007,7,16,2017-03-11,14:04:08,3.0,42.361129,-71.006975,1.0,1.0,2.0,2.0,1.0
C_34007,7,16,2017-03-31,14:04:08,3.0,40.852997,-74.060355,4.0,2.0,3.0,2.0,3.0
C_34007,11,16,2016-12-08,11:52:58,1.0,39.952896,-75.174298,2.0,2.0,4.0,1.0,4.0
C_34007,12,15,2016-07-31,13:58:51,3.0,41.787159,-72.852046,1.0,1.0,5.0,3.0,3.0
C_34036,8,14,2017-08-16,11:05:53,0.0,41.567845,-72.899757,3.0,3.0,2.0,3.0,5.0
C_34036,12,11,2017-07-08,15:07:34,1.0,39.952783,-75.165586,5.0,3.0,3.0,1.0,1.0
C_34036,12,11,2017-12-21,15:07:34,1.0,39.95852,-75.198857,4.0,5.0,5.0,3.0,4.0
C_34079,9,8,2016-05-15,16:09:32,1.0,42.334992,-71.039093,4.0,1.0,5.0,4.0,3.0
C_34079,9,12,2016-07-27,15:28:42,3.0,39.952783,-75.165586,2.0,4.0,4.0,4.0,4.0
C_34079,12,12,2016-02-21,16:54:42,0.0,41.84493,-72.740951,2.0,3.0,2.0,2.0,2.0
C_34079,12,12,2016-04-02,16:54:42,0.0,40.788079,-74.011357,5.0,1.0,2.0,2.0,1.0
